7052,"Sam Raimi","1959-10-23",""
7053,"Sam Reid","1987-02-19",""
7054,"Sam Riley","1980-01-08",""
7055,"Sam Shepard","1943-11-05",""
7056,"Sam Taylor-Johnson","1967-03-04",""
7057,"Sam Trammell","1969-01-29",""
7058,"Sam Waterston","1940-11-15",""
7059,"Sam Weisman","",""
7060,"Samaire Armstrong","1980-10-31",""
7061,"Samantha Barks","1990-10-02",""
7062,"Samantha Buck","1974-12-20",""
7063,"Samantha Eggar","1939-03-05",""
7064,"Samantha Esteban","1979-10-25",""
7065,"Samantha Futerman","1987-11-19",""
7066,"Samantha Ivers","1982-11-29",""
7067,"Samantha Mathis","1970-05-12",""
7068,"Samantha McLeod","",""
7069,"Samantha Morton","1977-05-13",""
7070,"Sameer Ali Khan","",""
7071,"Sami Gayle","1996-01-22",""
7072,"Samira Wiley","",""
7073,"Samm Levine","1982-03-12",""
7074,"Sammo Kam-Bo Hung","1952-01-07",""
7075,"Sammy Davis Jr.","1925-12-08","1990-05-16"
7076,"Sammy Nagi Njuguna","",""
7077,"Samuel Davis","1925-12-08","1990-05-16"
7078,"Samuel Roukin","1980-08-15",""
7079,"Samuel West","1966-06-19",""
7080,"Sana Saeed","1988-09-22",""
7081,"Sanaa Hamri","",""
7082,"Sanaa Lathan","1971-09-19",""
7083,"Sandahl Bergman","1951-11-14",""
7084,"Sandra EcheverrÃ­a","1984-12-11",""
7085,"Sandra Ellis Lafferty","1940-08-02",""
7086,"Sandra Nelson","1964-12-29",""
7087,"Sandra Staggs","",""
7088,"Sandra Vergara","",""
7089,"Sandrine Holt","1972-11-19",""
7090,"Sandrine Kiberlain","1968-02-25",""
7091,"Sandy Dennis","",""
7092,"Sanjay Dutt","1959-07-29",""
7093,"Sanjay Mishra","",""
7094,"Sanjay Rawal","",""
7095,"Sanoe Lake","1979-05-19",""
7096,"Santiago Cabrera","1978-05-05",""
7097,"Santiago Segura","1965-07-17",""
7098,"Sara Forestier","1986-10-04",""
7099,"Sara Gilbert","1975-01-29",""
7100,"Sara Newens","",""
7101,"Sara Stepnicka","",""
7102,"Sara Stewart","1966-06-28",""
7103,"Sara Sugarman","1965-10-13",""
7104,"Sara-Marie Maltha","1971-11-30",""
7105,"Sarah Butler","1985-02-11",""
7106,"Sarah Callan","",""
7107,"Sarah Carter","1980-10-30",""
7108,"Sarah Clarke","1972-02-16",""
7109,"Sarah Douglas","1952-12-12",""
7110,"Sarah Drew","1980-10-01",""
7111,"Sarah Gadon","1987-04-04",""
7112,"Sarah Gavron","",""
7113,"Sarah Kazemy","",""
7114,"Sarah Lind","1982-07-22",""
7115,"Sarah Michelle Gellar","1977-04-14",""
7116,"Sarah Murphy-Dyson","",""
7117,"Sarah Parish","1968-06-07",""
7118,"Sarah Polley","1979-01-08",""
7119,"Sarah Rafferty","1972-12-06",""
7120,"Sarah Roemer","1984-08-28",""
7121,"Sarah Silverman","1970-12-01",""
7122,"Sarah Smith","",""
7123,"Sarah Solemani","1986-09-04",""
7124,"Sarah Steele","1988-09-16",""
7125,"Sarah Wright","1983-09-28",""
7126,"Sarah Wynter","1973-02-15",""
7127,"Sarain Boylan","",""
7128,"Sariann Monaco","",""
7129,"Sarik Andreasyan","1984-08-24",""
7130,"Sarita Choudhury","1966-08-18",""
7131,"Sarunyu Wongkrachang","",""
7132,"Sasha Alexander","1973-05-17",""
7133,"Sasha Roiz","1973-10-21",""
7134,"Satish Kaushik","1956-04-13",""
7135,"Satoshi Tsumabuki","1980-12-13",""
7136,"Saul Dibb","",""
7137,"Saul Stein","",""
7138,"Saul Williams","1940-09-19",""
7139,"Saurabh Shukla","1963-03-05",""
7140,"Sayed Badreya","",""
7141,"Scandar Copti","",""
7142,"Scarlett Johansson","1984-11-22",""
7143,"Scatman Crothers","1910-05-23","1986-11-22"
7144,"Scoot McNairy","1977-11-11",""
7145,"Scott A. Martin","",""
7146,"Scott Adsit","1965-11-26",""
7147,"Scott Alexander","1963-06-16",""
7148,"Scott Baio","1960-09-22",""
7149,"Scott Cohen","1961-12-19",""
7150,"Scott Cooper","",""
7151,"Scott Derrickson","1966-07-16",""
7152,"Scott Dow","",""
7153,"Scott Elrod","1975-02-10",""
7154,"Scott Evans","",""
7155,"Scott Foley","1972-07-15",""
7156,"Scott Frank","1960-03-10",""
7157,"Scott Glenn","1941-01-26",""
7158,"Scott Grimes","1971-07-09",""
7159,"Scott Handy","1968-07-21",""
7160,"Scott Helvenston","1965-06-21","2004-03-31"
7161,"Scott Hicks","1953-03-04",""
7162,"Scott Kalvert","1964-08-15","2014-03-05"
7163,"Scott Lawrence","1963-09-27",""
7164,"Scott Levy","",""
7165,"Scott Mann","",""
7166,"Scott Marshall","",""
7167,"Scott Mechlowicz","1981-01-17",""
7168,"Scott Patterson","1958-09-11",""
7169,"Scott Porter","1979-07-14",""
7170,"Scott Reeves","1966-05-16",""
7171,"Scott Schwartz","",""
7172,"Scott Smith","1965-07-13",""
7173,"Scott Speer","",""
7174,"Scott Stewart","1954-10-09",""
7175,"Scott Takeda","1967-03-21",""
7176,"Scott Vance","1964-02-22",""
7177,"Scott Walker","",""
7178,"Scott Waugh","",""
7179,"Scott Weinger","1975-10-05",""
7180,"Scott Wolf","1968-06-04",""
7181,"Scott Ziehl","",""
7182,"Scout Taylor-Compton","1989-02-21",""
7183,"Seamus Davey-Fitzpatrick","1998-12-29",""
7184,"Sean Anders","",""
7185,"Sean Buchanan","1968-09-30",""
7186,"Sean Byrne","",""
7187,"Sean Cameron Michael","1969-12-24",""
7188,"Sean Connery","1930-08-25",""
7189,"Sean Cook","",""
7190,"Sean Durkin","",""
7191,"Sean Harris","",""
7192,"Sean Hayes","1970-06-26",""
7193,"Sean Huze","1975-01-18",""
7194,"Sean Keenan","1993-01-18",""
7195,"Sean Kingston","1990-02-03",""
7196,"Sean Lennon","1975-10-09",""
7197,"Sean Maher","1975-04-16",""
7198,"Sean McNamara","1962-05-09",""
7199,"Sean Michael Afable","1988-11-20",""
7200,"Sean Patrick Thomas","1970-12-17",""
7201,"Sean Penn","1960-08-17",""
7202,"Sean Pertwee","1964-06-04",""
7203,"Sean Rogerson","1977-09-30",""
7204,"Sean Whalen","1964-05-19",""
7205,"Sean Young","1959-11-20",""
7206,"Sebastian Aguilar","",""
7207,"Sebastian Blomberg","1972-05-24",""
7208,"Sebastian Koch","1962-05-31",""
7209,"Sebastian RochÃ©","",""
7210,"Sebastian Schipper","1968-05-08",""
7211,"Sedona James","",""
7212,"Sedona Legge","",""
7213,"Seema Biswas","",""
7214,"Sela Ward","1956-07-11",""
7215,"Selton Mello","1972-12-30",""
7216,"Sendhil Ramamurthy","1974-05-17",""
7217,"Ser'Darius Blain","",""
7218,"Serdar Akar","",""
7219,"Seregon O'Dassey","1981-07-03",""
7220,"Serena Grandi","1958-03-23",""
7221,"Serena Scott Thomas","1961-09-21",""
7222,"Sergej Trifunovic","1972-09-02",""
7223,"Sergey Bodrov","1948-06-28",""
7224,"Sergey Bondarchuk","1920-09-25","1994-10-20"
7225,"Sergey Garmash","1958-09-01",""
7226,"Sergi LÃ³pez","1965-12-22",""
7227,"Sergio CalderÃ³n","1921-12-09","2008-01-26"
7228,"Sergio Leone","1929-01-03","1989-04-30"
7229,"Sessue Hayakawa","1889-06-10","1973-11-23"
7230,"Seth Ackerman","",""
7231,"Seth Gabel","1981-10-03",""
7232,"Seth Gilliam","1968-11-05",""
7233,"Seth Gordon","",""
7234,"Seth MacFarlane","1973-10-26",""
7235,"Seth Meyers","1973-12-28",""
7236,"Seu Jorge","1970-06-08",""
7237,"Seychelle Gabriel","1991-03-25",""
7238,"Seymour Cassel","1935-01-22",""
7239,"Shabana Azmi","1950-09-18",""
7240,"Shad Moss","1987-03-09",""
7241,"Shah Rukh Khan","1965-11-02",""
7242,"Shahab Hosseini","1974-02-03",""
7243,"Shahir Kabaha","",""
7244,"Shailene Garnett","",""
7245,"Shailene Woodley","1991-11-15",""
7246,"Shakti Kapoor","1952-09-03",""
7247,"Shana Feste","1976-08-28",""
7248,"Shane Acker","",""
7249,"Shane Black","1961-12-16",""
7250,"Shane Brolly","1970-03-06",""
7251,"Shane Carruth","",""
7252,"Shane Dawson","",""
7253,"Shane Hartline","",""
7254,"Shane Meadows","1972-12-26",""
7255,"Shane Pollard","",""
7256,"Shane Rangi","1969-02-03",""
7257,"Shanley Caswell","1991-12-03",""
7258,"Shannen Fields","",""
7259,"Shannon Elizabeth","1973-09-07",""
7260,"Shannon Tweed","1957-03-10",""
7261,"Shannon Woodward","1984-12-17",""
7262,"Shantel VanSanten","1985-07-25",""
7263,"Sharat Saxena","1950-08-17",""
7264,"Shari Albert","1971-07-09",""
7265,"Shari Springer Berman","1963-07-13",""
7266,"Sharlto Copley","1973-11-27",""
7267,"Sharon Greytak","",""
7268,"Sharon Lawrence","1961-06-29",""
7269,"Sharon Leal","1972-10-17",""
7270,"Sharon Maguire","",""
7271,"Sharon Small","1967-01-01",""
7272,"Sharron Miller","",""
7273,"Shaun Evans","",""
7274,"Shaun O'Hagan","1969-07-24",""
7275,"Shaun Parkes","1973-02-09",""
7276,"Shaun Sipos","1981-10-30",""
7277,"Shaun Toub","",""
7278,"Shaun Weiss","1978-08-27",""
7279,"Shauna Macdonald","1970-10-06",""
7280,"Shawn Andrews","1971-10-15",""
7281,"Shawn Christian","1965-12-18",""
7282,"Shawn Doyle","",""
7283,"Shawn Hatosy","1975-12-29",""
7284,"Shawn Levy","1968-07-23",""
7285,"Shawn Parsons","1977-07-03",""
7286,"Shawn Roberts","",""
7287,"Shawn Yue","1981-11-13",""
7288,"Shawna Waldron","1982-01-25",""
7289,"Shawnee Smith","1969-07-03",""
7290,"Shazahn Padamsee","1987-10-19",""
7291,"Shea Whigham","1969-01-05",""
7292,"Sheila Hancock","1933-02-22",""
7293,"Shekar","",""
7294,"Shekhar Kapur","1945-12-06",""
7295,"Shelby Vischer","",""
7296,"Sheldon Bailey","",""
7297,"Sheldon Leonard","1907-02-22","1997-01-10"
7298,"Sheldon Lettich","1951-01-14",""
7299,"Shelley Conn","1976-09-21",""
7300,"Shelley Duvall","1949-07-07",""
7301,"Shelley Hennig","1987-01-02",""
7302,"Shelley Long","1949-08-23",""
7303,"Shelley Waggener","1964-09-30",""
7304,"Shelley Winters","1920-08-18","2006-01-14"
7305,"Shelly Varod","",""
7306,"Shenae Grimes-Beech","1989-10-24",""
7307,"Shengyi Huang","1983-02-11",""
7308,"Sheridan Smith","1981-06-25",""
7309,"Sherman Alexie","1966-10-07",""
7310,"Sherman Hemsley","1938-02-01","2012-07-24"
7311,"Sherri Shepherd","1967-04-22",""
7312,"Sheryl Crow","1962-02-11",""
7313,"Sheryl Lee","1956-12-30",""
7314,"ShidÃ´ Nakamura","1972-09-14",""
7315,"Shigeo Kobayashi","",""
7316,"Shimit Amin","",""
7317,"Shin'ya Tsukamoto","1960-01-01",""
7318,"Shinji Aramaki","1960-10-02",""
7319,"Shinobu Terajima","1972-12-28",""
7320,"Shintaro Shimosawa","",""
7321,"Shiree Nelson","1986-09-12",""
7322,"Shiri Appleby","1978-12-07",""
7323,"Shirley Douglas","1934-04-02",""
7324,"Shirley Henderson","1965-11-24",""
7325,"Shirley Jones","1934-03-31",""
7326,"Shirley Knight","1936-07-05",""
7327,"ShÃ´ Kosugi","1976-05-25",""
7328,"Shobu Kapoor","",""
7329,"Shona Auerbach","",""
7330,"Shona Kay","",""
7331,"Shriman Umeshanad Brahmachari","",""
7332,"Shriya Saran","1982-09-11",""
7333,"Shun Oguri","1982-12-26",""
7334,"Shyam Madiraju","",""
7335,"Si Won Choi","1986-04-07",""
7336,"Sid Caesar","1922-09-08","2014-02-12"
7337,"Sid Haig","1939-07-14",""
7338,"Siddharth Anand","",""
7339,"Siddiq Barmak","1962-09-07",""
7340,"Sidney J. Furie","1933-02-28",""
7341,"Sidney James","1913-05-08","1976-04-26"
7342,"Sidney Lumet","1924-06-25","2011-04-09"
7343,"Sienna Beckman","",""
7344,"Sierra McCormick","1997-10-28",""
7345,"SigrÃ­Ã°ur MarÃ­a EgilsdÃ³ttir","",""
7346,"Sihung Lung","1930-01-01","2002-05-02"
7347,"Silvia Colloca","1977-07-23",""
7348,"Silvio Muccino","1982-04-14",""
7349,"Simeon Rice","1974-02-24",""
7350,"Simon Abkarian","1962-03-05",""
7351,"SimÃ³n Andreu","1941-01-01",""
7352,"Simon Baker","1969-07-30",""
7353,"Simon Baron-Cohen","",""
7354,"Simon Callow","1949-06-13",""
7355,"Simon Chandler","",""
7356,"Simon Curtis","1960-03-11",""
7357,"Simon McBurney","1957-08-25",""
7358,"Simon Merrells","1965-07-14",""
7359,"Simon Napier-Bell","1939-04-22",""
7360,"Simon Rhee","1957-10-28",""
7361,"Simon Wells","",""
7362,"Simon West","1966-09-25",""
7363,"Simon Wincer","",""
7364,"Simon Woods","",""
7365,"Simon Yam","1955-03-19",""
7366,"Simon Yin","1955-06-06","2015-03-08"
7367,"Sina Amedson","1982-04-05",""
7368,"Siobhan Fallon Hogan","1961-05-13",""
7369,"Siobhan Marshall","",""
7370,"Sissy Petropoulou","",""
7371,"Sissy Spacek","1949-12-25",""
7372,"Siu-Wong Fan","1973-06-19",""
7373,"Ski Carr","",""
7374,"Skye McCole Bartusiak","1992-09-28","2014-07-19"
7375,"Skyler Samuels","1994-04-14",""
7376,"Slash","1965-07-23",""
7377,"Slim Pickens","1919-06-29","1983-12-08"
7378,"Sngmoo Lee","",""
7379,"Snoop Dogg","1971-10-20",""
7380,"Sofia Black-D'Elia","1991-12-23",""
7381,"Sofia Boutella","1982-04-06",""
7382,"Sofia Coppola","1971-05-14",""
7383,"Sofia Vassilieva","1992-10-22",""
7384,"Sofie GrÃ¥bÃ¸l","1968-07-30",""
7385,"Sol Tryon","",""
7386,"Soledad Villamil","1969-06-19",""
7387,"Soleyman Pierini","",""
7388,"Sonam Kinga","",""
7389,"Sonia Braga","1950-06-08",""
7390,"Sonja Sohn","",""
7391,"Sonoya Mizuno","",""
7392,"Sook-Yin Lee","",""
7393,"Sophia Myles","1980-03-18",""
7394,"Sophie NÃ©lisse","2000-03-27",""
7395,"Sophie Okonedo","1968-08-11",""
7396,"Sophie Rois","1961-06-01",""
7397,"Spela Colja","",""
7398,"Spencer Breslin","1992-05-18",""
7399,"Spencer Susser","",""
7400,"Spencer Tracy","1900-04-05","1967-06-10"
7401,"Spencer Treat Clark","1987-09-24",""
7402,"Spencer Wilding","1972-07-26",""
7403,"Spike Jonze","1969-10-22",""
7404,"Spike Lee","1957-03-20",""
7405,"Sprague Grayden","1980-07-21",""
7406,"Spring Byington","1886-10-17","1971-09-07"
7407,"Stacie Evans","",""
7408,"Stacy Edwards","1965-03-04",""
7409,"Stacy Keach","1941-06-02",""
7410,"Stacy Peralta","1957-10-15",""
7411,"Stafford Douglas","",""
7412,"Stana Roumillac","",""
7413,"Stanislav Ianevski","1985-05-16",""
7414,"Stanley B. Herman","",""
7415,"Stanley Blystone","1894-08-01","1956-07-16"
7416,"Stanley Donen","1924-04-13",""
7417,"Stanley Kramer","1913-09-29","2001-02-19"
7418,"Stanley Kubrick","1928-07-26","1999-03-07"
7419,"Stanley Tong","",""
7420,"Stanton Barrett","1972-12-01",""
7421,"Stark Sands","1978-09-30",""
7422,"Stefan C. Schaefer","",""
7423,"Stefan Kapicic","1978-12-01",""
7424,"Stefan Ruzowitzky","1961-12-25",""
7425,"Stefan Schwartz","",""
7426,"Stefania Sandrelli","1946-06-05",""
7427,"Stefanie Drummond","",""
7428,"Stefen Fangmeier","1960-12-09",""
7429,"Steffinnie Phrommany","1978-10-02",""
7430,"Stellan SkarsgÃ¥rd","1951-06-13",""
7431,"Stephan Elliott","1964-08-27",""
7432,"StÃ©phane Aubier","1964-10-08",""
7433,"Stephane Gauger","",""
7434,"StÃ©phane Rousseau","1966-09-17",""
7435,"Stephanie Berry","",""
7436,"Stephanie Danielson","1987-04-11",""
7437,"Stephanie Lemelin","1979-06-29",""
7438,"Stephanie Leonidas","1984-02-14",""
7439,"Stephanie March","1974-07-23",""
7440,"Stephanie Sigman","",""
7441,"Stephanie Szostak","",""
7442,"Stephanie Vogt","1975-08-12",""
7443,"Stephen Amell","1981-05-08",""
7444,"Stephen Au","1963-04-26",""
7445,"Stephen Baldwin","1966-05-12",""
7446,"Stephen Boss","1960-11-17",""
7447,"Stephen Boyd","1931-07-04","1977-06-02"
7448,"Stephen Carpenter","",""
7449,"Stephen Carr","",""
7450,"Stephen Chbosky","1970-01-25",""
7451,"Stephen Chow","1962-06-22",""
7452,"Stephen Colbert","1964-05-13",""
7453,"Stephen Collins","1947-10-01",""
7454,"Stephen Daldry","1960-05-02",""
7455,"Stephen Dillane","1957-03-27",""
7456,"Stephen Frears","1941-06-20",""
7457,"Stephen Gaghan","1965-05-06",""
7458,"Stephen Graham","1973-08-03",""
7459,"Stephen Henderson","1949-08-31",""
7460,"Stephen Herek","1969-02-05",""
7461,"Stephen Hillenburg","1961-08-21",""
7462,"Stephen Hopkins","",""
7463,"Stephen J. Anderson","",""
7464,"Stephen Kay","",""
7465,"Stephen Kijak","",""
7466,"Stephen Langford","",""
7467,"Stephen Macht","1942-05-01",""
7468,"Stephen Marcus","1962-06-18",""
7469,"Stephen McCole","",""
7470,"Stephen McHattie","1947-02-03",""
7471,"Stephen Merchant","1974-11-24",""
7472,"Stephen Milburn Anderson","","2015-05-01"
7473,"Stephen Norrington","",""
7474,"Stephen Rea","1946-10-31",""
7475,"Stephen Root","1951-11-17",""
7476,"Stephen Sommers","1962-03-20",""
7477,"Stephen Walters","",""
7478,"Sterling Jerins","2004-06-15",""
7479,"Sterling Van Wagenen","1947-07-02",""
7480,"Stevan Mena","",""
7481,"Steve Antin","1958-04-19",""
7482,"Steve Bacic","1965-03-13",""
7483,"Steve Bannos","1960-08-05",""
7484,"Steve Barron","1956-05-04",""
7485,"Steve Bastoni","1966-03-04",""
7486,"Steve Beck","",""
7487,"Steve Bendelack","",""
7488,"Steve Bisley","1951-12-26",""
7489,"Steve Box","1967-01-23",""
7490,"Steve Boyum","1952-09-04",""
7491,"Steve Burg","",""
7492,"Steve Buscemi","1957-12-13",""
7493,"Steve Byers","1979-12-31",""
7494,"Steve Carell","1962-08-16",""
7495,"Steve Carr","",""
7496,"Steve Carver","1945-04-05",""
7497,"Steve Coogan","1965-10-14",""
7498,"Steve Diasparra","",""
7499,"Steve Duin","",""
7500,"Steve Earle","1955-01-17",""
7501,"Steve Gomer","",""
7502,"Steve Gonsalves","",""
7503,"Steve Guttenberg","1958-08-24",""
7504,"Steve Harris","1965-12-03",""
7505,"Steve Harvey","1957-01-17",""
7506,"Steve Hickner","",""
7507,"Steve Howey","1977-07-12",""
7508,"Steve Irwin","",""
7509,"Steve James","",""
7510,"Steve Le Marquand","1967-12-26",""
7511,"Steve Martino","1945-08-14",""
7512,"Steve McQueen","1969-10-09",""
7513,"Steve Miner","1951-06-18",""
7514,"Steve Oedekerk","1961-11-27",""
7515,"Steve Pemberton","1967-09-01",""
7516,"Steve Pink","",""
7517,"Steve Railsback","1945-11-16",""
7518,"Steve Rash","",""
7519,"Steve Reevis","1962-08-14",""
7520,"Steve Schirripa","1958-08-01",""
7521,"Steve Taylor","",""
7522,"Steve Trenbirth","",""
7523,"Steve Whitmire","1958-09-24",""
7524,"Steve-O","",""
7525,"Steven Anthony Lawrence","1990-07-19",""
7526,"Steven Bauer","1956-12-02",""
7527,"Steven Berkoff","1937-08-03",""
7528,"Steven Brill","",""
7529,"Steven Christopher Parker","1989-01-08",""
7530,"Steven E. de Souza","1947-11-17",""
7531,"Steven Elder","",""
7532,"Steven Hill","1922-02-24","2016-08-23"
7533,"Steven Mackintosh","1967-04-30",""
7534,"Steven Michael Quezada","1963-02-15",""
7535,"Steven Quale","",""
7536,"Steven R. Monroe","1964-09-15",""
7537,"Steven Seagal","1952-04-10",""
7538,"Steven Shainberg","1963-02-05",""
7539,"Steven Soderbergh","1963-01-14",""
7540,"Steven Spielberg","1946-12-18",""
7541,"Steven Waddington","",""
7542,"Steven Weber","1961-03-04",""
7543,"Steven Yeun","1983-12-21",""
7544,"Steven Zaillian","1953-01-30",""
7545,"Stevie Wonder","1950-05-13",""
7546,"Stewart Hendler","1978-12-22",""
7547,"Stewart Raffill","1942-01-27",""
7548,"Stian Smestad","1976-03-12",""
7549,"Sticky Fingaz","1973-11-03",""
7550,"Stig Bergqvist","1962-04-28",""
7551,"Stig Frode Henriksen","",""
7552,"Stiles White","",""
7553,"Stockard Channing","1944-02-13",""
7554,"Stuart Baird","1947-01-14",""
7555,"Stuart Beattie","",""
7556,"Stuart Gillard","1950-04-28",""
7557,"Stuart Gordon","1947-08-11",""
7558,"Stuart Hazeldine","1971-06-10",""
7559,"Stuart Margolin","1940-01-31",""
7560,"Stuart Whitman","1928-02-01",""
7561,"Stuart Wilson","",""
7562,"Sue Corcoran","",""
7563,"Sullivan Stapleton","1977-06-14",""
7564,"Sumalee Montano","1972-08-03",""
7565,"Summer Napoles","",""
7566,"Summer Phoenix","1978-12-10",""
7567,"Sung-jun Yoo","",""
7568,"Sung-kee Ahn","1952-01-01",""
7569,"Sunil Narkar","",""
7570,"Sunil Shetty","1961-08-11",""
7571,"Sunny Mabrey","1975-11-28",""
7572,"Suraj Sharma","1993-03-21",""
7573,"Susan Blommaert","1947-10-13",""
7574,"Susan Chambers","",""
7575,"Susan Clark","1940-03-08",""
7576,"Susan Gardner","",""
7577,"Susan Hampshire","1937-05-12",""
7578,"Susan Hogan","",""
7579,"Susan May Pratt","1974-02-08",""
7580,"Susan Seidelman","1952-12-11",""
7581,"Susan Stroman","1954-10-17",""
7582,"Susan Tyrrell","1945-03-18","2012-06-16"
7583,"Susan Ward","1976-04-15",""
7584,"Susanna Thompson","1958-01-27",""
7585,"Susanna White","",""
7586,"Susannah York","1939-01-09","2011-01-15"
7587,"Susanne Bier","1960-04-15",""
7588,"Susanne Lothar","1960-11-15","2012-07-21"
7589,"Susie Abromeit","1982-11-15",""
7590,"Susie Essman","1955-05-31",""
7591,"Sut Jhally","1955-05-29",""
7592,"Suzi Lorraine","1978-02-15",""
7593,"Suzie Plakson","1958-06-03",""
7594,"Suzie Steen","",""
7595,"Sven Nordin","1957-02-06",""
7596,"Sven-Ole Thorsen","1944-09-24",""
7597,"Swami Krishnanad","",""
7598,"Swoosie Kurtz","1944-09-06",""
7599,"Syamsul Arifin","",""
7600,"Sydelle Noel","",""
7601,"Sydney Penny","1971-08-07",""
7602,"Sydney Pollack","1934-07-01","2008-05-26"
7603,"Sylvain Chomet","1963-11-10",""
7604,"Sylvain White","",""
7605,"Sylvester Stallone","1946-07-06",""
7606,"Sylvia Eckhausen","1889-07-20","1967-09-03"
7607,"Sylvia Syms","1934-01-06",""
7608,"Sylvio Tabet","",""
7609,"SynnÃ¸ve Macody Lund","",""
7610,"T.C. Stallings","1977-12-01",""
7611,"T.I.","1980-09-25",""
7612,"T.J. Storm","",""
7613,"T.J. Thyne","1975-03-07",""
7614,"T.R. Silambarasan","1983-02-03",""
7615,"T.V. Carpio","",""
7616,"Tabu","1971-11-04",""
7617,"Tac Fitzgerald","1981-07-05",""
7618,"Tadanobu Asano","1973-11-27",""
7619,"Tadeo Garcia","1977-01-31",""
7620,"Taedong Park","",""
7621,"Taika Waititi","1975-08-16",""
7622,"Takao Okawara","1949-12-20",""
7623,"Takashi Miike","1960-08-24",""
7624,"Takashi Shimizu","1972-07-27",""
7625,"Takashi Shimura","1905-03-12","1982-02-11"
7626,"Takeshi Kaneshiro","1973-10-11",""
7627,"Takeshi Kitano","1947-01-18",""
7628,"Takeshi Kusao","1965-11-20",""
7629,"Takuya Kimura","1972-11-13",""
7630,"Tal Bachman","1968-08-13",""
7631,"Talia Shire","1946-04-25",""
7632,"Talia Zucker","",""
7633,"Taliesin Jaffe","1977-01-19",""
7634,"Talisa Soto","1967-03-27",""
7635,"Talulah Riley","1985-09-26",""
7636,"Tamala Jones","1974-11-12",""
7637,"Tamannaah Bhatia","1989-12-21",""
7638,"Tamar Novas","1986-10-03",""
7639,"Tamara Glynn","",""
7640,"Tamara Jenkins","1962-05-02",""
7641,"Tamara Taylor","1970-09-27",""
7642,"Tamara Toumanova","1919-03-02","1996-05-29"
7643,"Tamara Tunie","1959-03-14",""
7644,"Tammin Sursok","1983-08-19",""
7645,"Tammy Blanchard","1976-12-14",""
7646,"Tammy Davis","1958-11-06",""
7647,"Tamra Davis","1962-01-22",""
7648,"Tamsin Egerton","1988-11-26",""
7649,"Tania Saulnier","1982-03-05",""
7650,"Tanner Beard","1984-09-16",""
7651,"Tannishtha Chatterjee","",""
7652,"Tanya Roberts","1955-10-15",""
7653,"Tanya van Graan","1983-12-13",""
7654,"Tao Okamoto","1985-05-22",""
7655,"Tara Fitzgerald","1967-09-18",""
7656,"Tara Platt","1978-06-18",""
7657,"Tara Strohmeier","",""
7658,"Tara Subkoff","1972-12-10",""
7659,"Taran Killam","1982-04-01",""
7660,"Taron Egerton","1989-11-10",""
7661,"Tarsem Singh","1961-05-26",""
7662,"Tasha Smith","1971-02-28",""
7663,"Tate Donovan","1963-09-25",""
7664,"Tate Taylor","1969-06-03",""
7665,"Tatiana Suarez-Pico","1981-07-31",""
7666,"Tatsuo Matsumura","1914-12-18","2005-06-18"
7667,"Tatum O'Neal","1963-11-05",""
7668,"Tatyana Ali","1979-01-24",""
7669,"Tawny Kitaen","1961-08-05",""
7670,"Tay Garnett","1894-06-13","1977-10-03"
7671,"Taylor Blackwell","",""
7672,"Taylor Cole","1984-04-29",""
7673,"Taylor Dooley","1993-02-26",""
7674,"Taylor Hackford","1944-12-31",""
7675,"Taylor Handley","1984-06-01",""
7676,"Taylor Lautner","1992-02-11",""
7677,"Taylor Negron","1957-08-01","2015-01-10"
7678,"Taylor Nichols","1959-03-03",""
7679,"Taylor Pigeon","",""
7680,"TchÃ©ky Karyo","1953-10-04",""
7681,"Teala Dunn","1996-12-08",""
7682,"Ted Cassidy","1932-07-31","1979-01-16"
7683,"Ted Danson","1947-12-29",""
7684,"Ted de Corsia","1905-09-29","1973-04-11"
7685,"Ted Demme","1963-10-26","2002-01-13"
7686,"Ted Kotcheff","1931-04-07",""
7687,"Ted Markland","1933-01-15","2011-12-18"
7688,"Ted Post","1918-03-31","2013-08-20"
7689,"Ted Raimi","1965-12-14",""
7690,"Ted Wass","1952-10-27",""
7691,"Teddy Chan","",""
7692,"Teddy Doloir","",""
7693,"Teddy Sears","1977-04-06",""
7694,"Telly Savalas","1922-01-21","1994-01-22"
7695,"Tempestt Bledsoe","1973-08-01",""
7696,"Temple Grandin","1947-08-29",""
7697,"Temuera Morrison","1960-12-26",""
7698,"Tencho Gyalpo","",""
7699,"Tenoch Huerta","",""
7700,"Tenzin Thuthob Tsarong","",""
7701,"Teo Halm","",""
7702,"Terence Bernie Hines","1969-04-09",""
7703,"Terence Davies","1945-11-10",""
7704,"Terence Hill","1939-03-29",""
7705,"Terence Maynard","",""
7706,"Terence Yin","1975-05-19",""
7707,"Terence Young","1915-06-20","1994-09-07"
7708,"Teresa Wright","1918-10-27","2005-03-06"
7709,"Teri Garr","1947-12-11",""
7710,"Teri Polo","1969-06-01",""
7711,"Terrance Zdunich","",""
7712,"Terrence Malick","1943-11-30",""
7713,"Terron R. Parsons","",""
7714,"Terry","1943-11-30",""
7715,"Terry Funk","1944-06-30",""
7716,"Terry George","1952-12-20",""
7717,"Terry Gilliam","1940-11-22",""
7718,"Terry Jones","1942-02-01",""
7719,"Terry Kinney","1954-01-29",""
7720,"Terry Kiser","1939-08-01",""
7721,"Terry O'Neill","",""
7722,"Terry Pheto","",""
7723,"Terry Walters","",""
7724,"Terry Zwigoff","1949-05-18",""
